"ranking","municipio","IDHM_2010","IDHM_renda","IDHM_longevidade","IDHM_educação","estado"
"400 º","Piratuba",0.758,0.736,0.829,0.714,"SC"
"420 º","Gravatal",0.757,0.726,0.877,0.681,"SC"
"420 º","Santa Rosa de Lima",0.757,0.726,0.843,0.71,"SC"
"420 º","Presidente Bernardes",0.757,0.718,0.839,0.719,"SP"
"420 º","Santo Antônio do Aracanguá",0.757,0.71,0.84,0.728,"SP"
"420 º","Canoinhas",0.757,0.717,0.874,0.692,"SC"
"420 º","Diadema",0.757,0.717,0.844,0.716,"SP"
"420 º","Vanini",0.757,0.736,0.836,0.704,"RS"
"420 º","Águas de Santa Bárbara",0.757,0.744,0.84,0.695,"SP"
"420 º","Dois Lajeados",0.757,0.775,0.837,0.67,"RS"
"420 º","Vista Gaúcha",0.757,0.774,0.839,0.669,"RS"
"420 º","Campo Mourão",0.757,0.749,0.841,0.689,"PR"
"420 º","Jataí",0.757,0.774,0.856,0.656,"GO"
"420 º","Piquete",0.757,0.711,0.823,0.74,"SP"
"420 º","Presidente Lucena",0.757,0.727,0.885,0.674,"RS"
"420 º","Colina",0.757,0.72,0.845,0.712,"SP"
"420 º","Cachoeirinha",0.757,0.749,0.857,0.675,"RS"
"420 º","Estância Velha",0.757,0.749,0.887,0.652,"RS"
"420 º","Chapada",0.757,0.752,0.849,0.679,"RS"
"420 º","Palhoça",0.757,0.752,0.859,0.672,"SC"
"420 º","Pedro Leopoldo",0.757,0.723,0.856,0.7,"MG"
"440 º","Ilhabela",0.756,0.739,0.843,0.693,"SP"
"440 º","Balneário Piçarras",0.756,0.745,0.869,0.668,"SC"
"440 º","Nova Castilho",0.756,0.694,0.823,0.755,"SP"
"440 º","Jambeiro",0.756,0.727,0.86,0.69,"SP"
"440 º","Quinze de Novembro",0.756,0.783,0.841,0.655,"RS"
"440 º","Itabira",0.756,0.729,0.873,0.678,"MG"
"440 º","Cravinhos",0.756,0.737,0.857,0.683,"SP"
"440 º","Hortolândia",0.756,0.716,0.859,0.703,"SP"
"440 º","Bálsamo",0.756,0.746,0.835,0.695,"SP"
"440 º","Pirangi",0.756,0.735,0.837,0.701,"SP"
"440 º","Contagem",0.756,0.745,0.832,0.697,"MG"
"440 º","Fortaleza dos Valos",0.756,0.779,0.837,0.663,"RS"
"440 º","Passos",0.756,0.741,0.886,0.658,"MG"
"453 º","Coronel Fabriciano",0.755,0.715,0.865,0.696,"MG"
"453 º","São Pedro",0.755,0.741,0.863,0.674,"SP"
"453 º","São Ludgero",0.755,0.756,0.834,0.683,"SC"
"453 º","Saudades",0.755,0.723,0.85,0.7,"SC"
"453 º","Brodowski",0.755,0.738,0.864,0.675,"SP"
"453 º","Aparecida",0.755,0.735,0.828,0.706,"SP"
"453 º","Alto Bela Vista",0.755,0.734,0.882,0.664,"SC"
"453 º","Rondonópolis",0.755,0.749,0.823,0.698,"MT"
"453 º","Formiga",0.755,0.729,0.874,0.676,"MG"
"453 º","Cianorte",0.755,0.747,0.841,0.685,"PR"
"453 º","Montenegro",0.755,0.761,0.866,0.654,"RS"
"453 º","Pongaí",0.755,0.727,0.844,0.701,"SP"
"453 º","Orleans",0.755,0.749,0.873,0.657,"SC"
"453 º","São José do Ouro",0.755,0.759,0.846,0.669,"RS"
"467 º","Fortaleza",0.754,0.749,0.824,0.695,"CE"
"467 º","Sinop",0.754,0.755,0.832,0.682,"MT"
"467 º","Guabiruba",0.754,0.75,0.876,0.653,"SC"
"467 º","Boracéia",0.754,0.723,0.866,0.685,"SP"
"467 º","São Vendelino",0.754,0.743,0.852,0.677,"RS"
"467 º","Rio do Oeste",0.754,0.769,0.892,0.625,"SC"
"467 º","Esteio",0.754,0.769,0.843,0.662,"RS"
"467 º","Mongaguá",0.754,0.719,0.854,0.699,"SP"
"467 º","Analândia",0.754,0.745,0.861,0.668,"SP"
"467 º","Neves Paulista",0.754,0.737,0.823,0.707,"SP"
"467 º","Vera Cruz",0.754,0.722,0.83,0.715,"SP"
"467 º","Praia Grande",0.754,0.744,0.834,0.692,"SP"
"467 º","Cunhataí",0.754,0.777,0.886,0.623,"SC"
"467 º","Rodeio",0.754,0.769,0.889,0.626,"SC"
"467 º","Corumbataí",0.754,0.728,0.841,0.7,"SP"
"467 º","Lauro de Freitas",0.754,0.781,0.827,0.663,"BA"
"467 º","Chapadão do Sul",0.754,0.758,0.85,0.665,"MS"
"467 º","Constantina",0.754,0.726,0.885,0.668,"RS"
"467 º","Rio Verde",0.754,0.765,0.853,0.656,"GO"
"467 º","Registro",0.754,0.718,0.851,0.702,"SP"
"467 º","Flores da Cunha",0.754,0.786,0.849,0.642,"RS"
"488 º","Rancho Queimado",0.753,0.743,0.893,0.644,"SC"
"488 º","Ipeúna",0.753,0.737,0.845,0.685,"SP"
"488 º","Palmeira D'Oeste",0.753,0.72,0.829,0.714,"SP"
"488 º","Salvador das Missões",0.753,0.71,0.851,0.706,"RS"
"488 º","Monte Azul Paulista",0.753,0.733,0.843,0.69,"SP"
"488 º","Congonhas",0.753,0.732,0.877,0.665,"MG"
"488 º","Tarumã",0.753,0.738,0.852,0.68,"SP"
"488 º","Santo Anastácio",0.753,0.725,0.854,0.689,"SP"
"488 º","Magda",0.753,0.724,0.823,0.717,"SP"
"488 º","Três Fronteiras",0.753,0.71,0.829,0.726,"SP"
"488 º","Nilópolis",0.753,0.731,0.817,0.716,"RJ"
"488 º","Mangaratiba",0.753,0.746,0.845,0.676,"RJ"
"488 º","Novo Horizonte",0.753,0.741,0.865,0.665,"SP"
"488 º","Estação",0.753,0.752,0.843,0.674,"RS"
"488 º","Guaíra",0.753,0.759,0.824,0.683,"SP"
"488 º","Ajuricaba",0.753,0.763,0.85,0.658,"RS"
"488 º","Garopaba",0.753,0.737,0.868,0.668,"SC"
"488 º","Forquilhinha",0.753,0.754,0.861,0.657,"SC"
"488 º","João Neiva",0.753,0.751,0.857,0.663,"ES"
"488 º","Nicolau Vergueiro",0.753,0.772,0.839,0.66,"RS"
"508 º","Aracruz",0.752,0.717,0.838,0.707,"ES"
"508 º","Enéas Marques",0.752,0.767,0.835,0.664,"PR"
"508 º","Laguna",0.752,0.715,0.871,0.682,"SC"
"508 º","Marapoama",0.752,0.736,0.852,0.679,"SP"
"508 º","Araguaína",0.752,0.727,0.821,0.712,"TO"
"508 º","Monte Belo do Sul",0.752,0.752,0.852,0.663,"RS"
"508 º","Tatuí",0.752,0.734,0.842,0.688,"SP"
"508 º","Três Marias",0.752,0.706,0.866,0.695,"MG"
"508 º","Tunápolis",0.752,0.728,0.83,0.704,"SC"
"508 º","Severiano de Almeida",0.752,0.738,0.861,0.67,"RS"
"508 º","Itumbiara",0.752,0.744,0.838,0.682,"GO"
"508 º","Primavera do Leste",0.752,0.774,0.843,0.653,"MT"
"508 º","Westfalia",0.752,0.796,0.849,0.63,"RS"
"508 º","Pranchita",0.752,0.743,0.821,0.696,"PR"
"508 º","Xaxim",0.752,0.737,0.871,0.662,"SC"
"508 º","Boa Vista",0.752,0.737,0.816,0.708,"RR"
"508 º","Lucélia",0.752,0.728,0.841,0.695,"SP"
"508 º","Capinzal",0.752,0.742,0.869,0.659,"SC"
"526 º","Mandaguari",0.751,0.732,0.84,0.689,"PR"
"526 º","Guaxupé",0.751,0.729,0.88,0.659,"MG"
"526 º","Nhandeara",0.751,0.755,0.835,0.672,"SP"
"526 º","Cataguases",0.751,0.718,0.861,0.685,"MG"
"526 º","Pinhais",0.751,0.761,0.836,0.666,"PR"
"526 º","Foz do Iguaçu",0.751,0.748,0.858,0.661,"PR"
"526 º","Cambuí",0.751,0.722,0.872,0.674,"MG"
"526 º","Teresina",0.751,0.731,0.82,0.707,"PI"
"526 º","Indiaporã",0.751,0.714,0.835,0.71,"SP"
"526 º","Guarujá",0.751,0.729,0.854,0.679,"SP"
"526 º","Porto Ferreira",0.751,0.736,0.827,0.696,"SP"
"526 º","Rancharia",0.751,0.72,0.861,0.683,"SP"
"526 º","Guaraciaba",0.751,0.754,0.871,0.646,"SC"
"526 º","Guaramirim",0.751,0.748,0.885,0.641,"SC"
"526 º","Sales",0.751,0.708,0.859,0.697,"SP"
"526 º","Osório",0.751,0.769,0.853,0.646,"RS"
"526 º","Ubatuba",0.751,0.741,0.841,0.679,"SP"
"526 º","Turiúba",0.751,0.713,0.824,0.721,"SP"
"526 º","Américo Brasiliense",0.751,0.709,0.852,0.701,"SP"
"526 º","Sertão",0.751,0.746,0.837,0.678,"RS"
"526 º","Bastos",0.751,0.696,0.848,0.718,"SP"
"526 º","Planalto Alegre",0.751,0.731,0.881,0.659,"SC"
"526 º","Tapiratiba",0.751,0.703,0.87,0.692,"SP"
"526 º","Catiguá",0.751,0.734,0.852,0.676,"SP"
"526 º","Mirandópolis",0.751,0.732,0.869,0.665,"SP"
"551 º","Paranaguá",0.75,0.733,0.852,0.676,"PR"
"551 º","Canoas",0.75,0.768,0.864,0.636,"RS"
"551 º","Cruz Alta",0.75,0.754,0.858,0.653,"RS"
"551 º","Presidente Epitácio",0.75,0.714,0.845,0.7,"SP"
"551 º","Bariri",0.75,0.736,0.867,0.662,"SP"
"551 º","Bom Despacho",0.75,0.742,0.861,0.661,"MG"
"551 º","Campo Verde",0.75,0.755,0.834,0.67,"MT"
"551 º","Água Santa",0.75,0.84,0.85,0.59,"RS"
"551 º","Capivari",0.75,0.744,0.848,0.669,"SP"
"551 º","São João do Pau D'Alho",0.75,0.714,0.854,0.692,"SP"
"551 º","Feliz",0.75,0.758,0.847,0.658,"RS"
"562 º","União Paulista",0.749,0.697,0.863,0.699,"SP"
"562 º","Campos do Jordão",0.749,0.761,0.852,0.648,"SP"
"562 º","Embu-Guaçu",0.749,0.713,0.834,0.708,"SP"
"562 º","Oscar Bressane",0.749,0.713,0.823,0.715,"SP"
"562 º","Betim",0.749,0.709,0.864,0.687,"MG"
"562 º","Laurentino",0.749,0.742,0.855,0.662,"SC"
"562 º","Linha Nova",0.749,0.751,0.846,0.662,"RS"
"562 º","Arcos",0.749,0.717,0.874,0.671,"MG"
"562 º","São Lourenço do Oeste",0.749,0.748,0.807,0.695,"SC"
"562 º","Terra Roxa",0.749,0.732,0.838,0.684,"SP"
"562 º","Antônio Carlos",0.749,0.768,0.89,0.615,"SC"
"562 º","Ipuã",0.749,0.759,0.848,0.654,"SP"
"562 º","Pareci Novo",0.749,0.738,0.852,0.668,"RS"
"562 º","Peruíbe",0.749,0.73,0.854,0.675,"SP"
"562 º","Rio Grande da Serra",0.749,0.684,0.823,0.745,"SP"
"562 º","Paraíso",0.749,0.751,0.837,0.668,"SP"
"562 º","Carapicuíba",0.749,0.721,0.842,0.693,"SP"
"562 º","Harmonia",0.749,0.748,0.841,0.668,"RS"
"562 º","Pirajuí",0.749,0.734,0.853,0.672,"SP"
"562 º","Xavantina",0.749,0.772,0.861,0.632,"SC"
"562 º","Artur Nogueira",0.749,0.745,0.827,0.681,"SP"
"583 º","São João de Iracema",0.748,0.682,0.833,0.738,"SP"
"583 º","Duartina",0.748,0.716,0.837,0.698,"SP"
"583 º","Tanabi",0.748,0.735,0.829,0.687,"SP"
"583 º","Ituporanga",0.748,0.749,0.876,0.638,"SC"
"583 º","Barra do Garças",0.748,0.738,0.817,0.693,"MT"
"583 º","Mondaí",0.748,0.728,0.875,0.657,"SC"
"583 º","Canela",0.748,0.738,0.849,0.667,"RS"
"583 º","Nova Trento",0.748,0.749,0.891,0.628,"SC"
"583 º","São João do Polêsine",0.748,0.748,0.847,0.661,"RS"
"583 º","Miraselva",0.748,0.694,0.854,0.707,"PR"
"583 º","Apucarana",0.748,0.741,0.845,0.668,"PR"
"583 º","Cafelândia",0.748,0.723,0.835,0.692,"PR"
"583 º","Cabedelo",0.748,0.782,0.822,0.651,"PB"
"583 º","Arapongas",0.748,0.751,0.834,0.669,"PR"
"583 º","Barão",0.748,0.767,0.836,0.652,"RS"
"583 º","Taquaritinga",0.748,0.727,0.827,0.696,"SP"
"599 º","Sananduva",0.747,0.764,0.843,0.647,"RS"
"599 º","Novo Hamburgo",0.747,0.778,0.852,0.629,"RS"
"599 º","Tucunduva",0.747,0.748,0.816,0.682,"RS"
"599 º","Pato Bragado",0.747,0.745,0.807,0.694,"PR"
"599 º","Condor",0.747,0.735,0.852,0.666,"RS"
"599 º","Astorga",0.747,0.754,0.818,0.675,"PR"
"599 º","Floreal",0.747,0.71,0.808,0.726,"SP"
"599 º","Dourados",0.747,0.753,0.843,0.657,"MS"
"599 º","Ibitinga",0.747,0.738,0.846,0.667,"SP"
"599 º","General Salgado",0.747,0.734,0.808,0.702,"SP"
"599 º","Cândido Mota",0.747,0.701,0.845,0.704,"SP"
"599 º","São José do Inhacorá",0.747,0.723,0.822,0.702,"RS"
"599 º","Sud Mennucci",0.747,0.743,0.809,0.694,"SP"
"599 º","Jandaia do Sul",0.747,0.741,0.801,0.703,"PR"
"599 º","Confins",0.747,0.706,0.83,0.711,"MG"
"599 º","Potirendaba",0.747,0.737,0.857,0.661,"SP"
"599 º","Iturama",0.747,0.73,0.848,0.674,"MG"
"599 º","Cordilheira Alta",0.747,0.735,0.855,0.662,"SC"
"599 º","Ouvidor",0.747,0.721,0.83,0.697,"GO"
"599 º","Nova Aurora",0.747,0.703,0.849,0.697,"GO"
"599 º","Brumadinho",0.747,0.761,0.857,0.639,"MG"
"599 º","Nova Bassano",0.747,0.778,0.849,0.632,"RS"
"599 º","Governador Celso Ramos",0.747,0.737,0.87,0.651,"SC"
"599 º","Ribeirão do Sul",0.747,0.753,0.818,0.676,"SP"
"599 º","Tapera",0.747,0.743,0.835,0.672,"RS"
"599 º","Charqueadas",0.747,0.726,0.87,0.659,"RS"
"599 º","Alto Alegre",0.747,0.756,0.859,0.642,"RS"
"599 º","Teutônia",0.747,0.751,0.855,0.65,"RS"
"599 º","Elisiário",0.747,0.711,0.825,0.712,"SP"
"628 º","Balneário Arroio do Silva",0.746,0.753,0.858,0.642,"SC"
"628 º","Paraíso do Norte",0.746,0.752,0.825,0.668,"PR"
"628 º","Santa Tereza",0.746,0.765,0.853,0.637,"RS"
"628 º","Nuporanga",0.746,0.73,0.866,0.656,"SP"
"628 º","Valparaíso de Goiás",0.746,0.733,0.815,0.695,"GO"
"628 º","Mato Leitão",0.746,0.721,0.853,0.676,"RS"
"628 º","Doutor Camargo",0.746,0.704,0.839,0.702,"PR"
"628 º","Getúlio Vargas",0.746,0.747,0.843,0.658,"RS"
"628 º","Urânia",0.746,0.727,0.804,0.709,"SP"
"628 º","Coqueiros do Sul",0.746,0.806,0.84,0.614,"RS"
"628 º","Muçum",0.746,0.757,0.84,0.654,"RS"
"628 º","Itambé",0.746,0.691,0.854,0.703,"PR"
"628 º","Borá",0.746,0.712,0.863,0.675,"SP"
"628 º","Cachoeiro de Itapemirim",0.746,0.733,0.837,0.677,"ES"
"628 º","Belém",0.746,0.751,0.822,0.673,"PA"
"628 º","Colatina",0.746,0.738,0.841,0.668,"ES"
"628 º","Bady Bassitt",0.746,0.737,0.805,0.701,"SP"
"628 º","Palmital",0.746,0.727,0.814,0.702,"SP"
"628 º","Bom Princípio",0.746,0.751,0.836,0.661,"RS"
"628 º","Capitão",0.746,0.747,0.842,0.661,"RS"
"648 º","Miguel Pereira",0.745,0.74,0.828,0.675,"RJ"
"648 º","Campo Largo",0.745,0.73,0.854,0.664,"PR"
"648 º","Águas Frias",0.745,0.728,0.86,0.661,"SC"
"648 º","Itanhaém",0.745,0.716,0.823,0.701,"SP"
"648 º","Campo Bom",0.745,0.755,0.852,0.643,"RS"
"648 º","Bozano",0.745,0.773,0.853,0.628,"RS"
"648 º","Iacanga",0.745,0.721,0.851,0.675,"SP"
"648 º","Rafard",0.745,0.722,0.823,0.696,"SP"
"648 º","Floraí",0.745,0.739,0.853,0.656,"PR"
"648 º","Echaporã",0.745,0.719,0.834,0.69,"SP"
"648 º","Urupês",0.745,0.741,0.817,0.683,"SP"
"648 º","Nova Friburgo",0.745,0.758,0.846,0.645,"RJ"
"648 º","Petrópolis",0.745,0.763,0.847,0.639,"RJ"
"648 º","Águas de Lindóia",0.745,0.725,0.846,0.675,"SP"
"648 º","Agudos",0.745,0.705,0.845,0.694,"SP"
"648 º","Américo de Campos",0.745,0.715,0.817,0.708,"SP"
"648 º","Mairipotaba",0.745,0.748,0.854,0.648,"GO"
"648 º","Três Ranchos",0.745,0.724,0.849,0.672,"GO"
"648 º","Junqueirópolis",0.745,0.727,0.86,0.662,"SP"
"667 º","Nova Palma",0.744,0.762,0.841,0.643,"RS"
"667 º","Torrinha",0.744,0.734,0.852,0.658,"SP"
"667 º","Uruguaiana",0.744,0.722,0.863,0.661,"RS"
"667 º","Três Corações",0.744,0.73,0.855,0.66,"MG"
"667 º","Campos de Júlio",0.744,0.8,0.825,0.625,"MT"
"667 º","Dumont",0.744,0.72,0.849,0.674,"SP"
"667 º","Sorriso",0.744,0.774,0.839,0.635,"MT"
"667 º","Itápolis",0.744,0.738,0.836,0.667,"SP"
"667 º","Pires do Rio",0.744,0.719,0.88,0.65,"GO"
"667 º","Coronel Freitas",0.744,0.732,0.86,0.653,"SC"
"667 º","Bento de Abreu",0.744,0.706,0.82,0.712,"SP"
"667 º","Leme",0.744,0.729,0.851,0.665,"SP"
"667 º","Formosa",0.744,0.726,0.852,0.666,"GO"
"667 º","Perdões",0.744,0.71,0.878,0.661,"MG"
"667 º","Barra do Jacaré",0.744,0.678,0.813,0.747,"PR"
"667 º","Paracatu",0.744,0.704,0.854,0.685,"MG"
"667 º","Santa Helena",0.744,0.738,0.823,0.678,"PR"
"667 º","Coronel Barros",0.744,0.793,0.852,0.61,"RS"
"667 º","Salete",0.744,0.737,0.803,0.695,"SC"
"667 º","Poço das Antas",0.744,0.742,0.877,0.634,"RS"
"667 º","Bicas",0.744,0.726,0.85,0.667,"MG"
"667 º","São Manuel",0.744,0.735,0.805,0.695,"SP"
"667 º","Mendonça",0.744,0.72,0.863,0.663,"SP"
"667 º","Vista Alegre do Alto",0.744,0.726,0.84,0.676,"SP"
"667 º","Três Lagoas",0.744,0.752,0.849,0.645,"MS"
"667 º","Lobato",0.744,0.708,0.841,0.692,"PR"
"667 º","Arealva",0.744,0.718,0.84,0.683,"SP"
"667 º","Rio Grande",0.744,0.752,0.861,0.637,"RS"
"695 º","Santa Cruz da Esperança",0.743,0.719,0.832,0.686,"SP"
"695 º","Nova Luzitânia",0.743,0.705,0.808,0.719,"SP"
"695 º","Imigrante",0.743,0.764,0.844,0.635,"RS"
"695 º","Jussara",0.743,0.768,0.842,0.635,"GO"
"695 º","Dois Irmãos",0.743,0.763,0.848,0.633,"RS"
"695 º","Sobradinho",0.743,0.735,0.861,0.647,"RS"
"695 º","Augusto Pestana",0.743,0.779,0.847,0.621,"RS"
"695 º","Macaubal",0.743,0.72,0.844,0.676,"SP"
"695 º","Capão da Canoa",0.743,0.756,0.852,0.637,"RS"
"695 º","Penha",0.743,0.739,0.867,0.64,"SC"
"695 º","Descanso",0.743,0.741,0.854,0.647,"SC"
"695 º","Promissão",0.743,0.724,0.85,0.666,"SP"
"695 º","Mairinque",0.743,0.721,0.831,0.684,"SP"
"695 º","Jacarezinho",0.743,0.734,0.844,0.663,"PR"
"695 º","Caxambu",0.743,0.77,0.848,0.629,"MG"
"695 º","Morro Reuter",0.743,0.733,0.858,0.653,"RS"
"695 º","Guatapará",0.743,0.724,0.822,0.688,"SP"
"695 º","Jaguariaíva",0.743,0.698,0.859,0.684,"PR"
"695 º","Lindóia do Sul",0.743,0.747,0.865,0.636,"SC"
"695 º","Mira Estrela",0.743,0.697,0.806,0.731,"SP"
"695 º","Marema",0.743,0.748,0.862,0.636,"SC"
"695 º","Matinhos",0.743,0.743,0.834,0.662,"PR"
"695 º","São Jorge do Ivaí",0.743,0.727,0.81,0.696,"PR"
"695 º","Iporá",0.743,0.731,0.84,0.667,"GO"
"719 º","Pedranópolis",0.742,0.698,0.854,0.684,"SP"
"719 º","Barro Alto",0.742,0.701,0.854,0.682,"GO"
"719 º","Itapecerica da Serra",0.742,0.699,0.852,0.687,"SP"
"719 º","Vila Flores",0.742,0.725,0.867,0.65,"RS"
"719 º","Silveira Martins",0.742,0.744,0.852,0.644,"RS"
"719 º","Cachoeira do Sul",0.742,0.739,0.854,0.648,"RS"
"719 º","Vazante",0.742,0.707,0.866,0.666,"MG"
"719 º","Lourdes",0.742,0.697,0.816,0.717,"SP"
"719 º","Irani",0.742,0.715,0.847,0.675,"SC"
"719 º","Bocaina",0.742,0.741,0.84,0.656,"SP"
"719 º","Tio Hugo",0.742,0.709,0.845,0.682,"RS"
"719 º","Lindóia",0.742,0.722,0.864,0.654,"SP"
"719 º","Nova Ramada",0.742,0.752,0.847,0.642,"RS"
"719 º","São Martinho",0.742,0.754,0.83,0.654,"SC"
"719 º","Cafelândia",0.742,0.714,0.867,0.661,"SP"
"719 º","Ascurra",0.742,0.739,0.868,0.636,"SC"
"719 º","Chapadão do Céu",0.742,0.748,0.837,0.652,"GO"
"719 º","Bom Sucesso do Sul",0.742,0.704,0.836,0.695,"PR"
"719 º","Cunha Porã",0.742,0.744,0.804,0.682,"SC"
"719 º","Mariana",0.742,0.705,0.874,0.664,"MG"
"719 º","Dolcinópolis",0.742,0.699,0.825,0.709,"SP"
"719 º","Quatro Barras",0.742,0.74,0.831,0.665,"PR"
"719 º","Campos Novos",0.742,0.721,0.861,0.658,"SC"
"719 º","Dona Emma",0.742,0.762,0.862,0.622,"SC"
"743 º","Jumirim",0.741,0.721,0.863,0.655,"SP"
"743 º","Nova Roma do Sul",0.741,0.794,0.851,0.602,"RS"
"743 º","Anhumas",0.741,0.683,0.845,0.706,"SP"
"743 º","Bambuí",0.741,0.735,0.87,0.636,"MG"
"743 º","Santos Dumont",0.741,0.688,0.847,0.697,"MG"
"743 º","Motuca",0.741,0.685,0.859,0.691,"SP"
"743 º","Carneirinho",0.741,0.749,0.873,0.622,"MG"
"743 º","Ouro Preto",0.741,0.721,0.834,0.677,"MG"
"743 º","Içara",0.741,0.732,0.861,0.645,"SC"
"743 º","Dirce Reis",0.741,0.686,0.842,0.704,"SP"
"743 º","Cachoeira da Prata",0.741,0.689,0.834,0.707,"MG"
"743 º","Agronômica",0.741,0.774,0.884,0.595,"SC"
"743 º","João Ramalho",0.741,0.701,0.818,0.71,"SP"
"743 º","Cotiporã",0.741,0.767,0.835,0.636,"RS"
"743 º","Monte Castelo",0.741,0.706,0.814,0.709,"SP"
"743 º","Guaraí",0.741,0.724,0.839,0.67,"TO"
"743 º","Pejuçara",0.741,0.724,0.867,0.648,"RS"
"743 º","Miguelópolis",0.741,0.712,0.863,0.661,"SP"
"743 º","Alfredo Marcondes",0.741,0.682,0.84,0.71,"SP"
"743 º","Teodoro Sampaio",0.741,0.699,0.856,0.679,"SP"
"743 º","São Luiz Gonzaga",0.741,0.718,0.855,0.664,"RS"
"764 º","Otacílio Costa",0.74,0.713,0.835,0.681,"SC"
"764 º","Quirinópolis",0.74,0.732,0.863,0.642,"GO"
"764 º","Brotas",0.74,0.724,0.815,0.688,"SP"
"764 º","Aramina",0.74,0.723,0.856,0.656,"SP"
"764 º","Lagoa Santa",0.74,0.733,0.868,0.638,"GO"
"764 º","Tiradentes",0.74,0.741,0.885,0.619,"MG"
"764 º","Ibirá",0.74,0.741,0.841,0.65,"SP"
"764 º","Muzambinho",0.74,0.723,0.859,0.652,"MG"
"764 º","Macedônia",0.74,0.705,0.852,0.675,"SP"
"764 º","Porto Nacional",0.74,0.699,0.826,0.701,"TO"
"764 º","Delfinópolis",0.74,0.702,0.872,0.661,"MG"
"764 º","Rifaina",0.74,0.713,0.824,0.69,"SP"
"764 º","Santópolis do Aguapeí",0.74,0.68,0.83,0.719,"SP"
"764 º","Santa Clara do Sul",0.74,0.747,0.843,0.644,"RS"
"764 º","Salvador do Sul",0.74,0.75,0.843,0.641,"RS"
"764 º","Nova Alvorada",0.74,0.763,0.838,0.634,"RS"
"764 º","Estiva Gerbi",0.74,0.716,0.815,0.695,"SP"
"764 º","Araucária",0.74,0.743,0.852,0.639,"PR"
"764 º","Chopinzinho",0.74,0.74,0.817,0.671,"PR"
"764 º","Mercedes",0.74,0.708,0.843,0.68,"PR"
"764 º","Sabáudia",0.74,0.71,0.843,0.676,"PR"
"764 º","União da Vitória",0.74,0.713,0.837,0.68,"PR"
"764 º","Benedito Novo",0.74,0.723,0.868,0.645,"SC"
"764 º","Bagé",0.74,0.739,0.848,0.647,"RS"
"764 º","Arroio do Sal",0.74,0.74,0.844,0.649,"RS"
"764 º","Anta Gorda",0.74,0.742,0.868,0.63,"RS"
"764 º","Almirante Tamandaré do Sul",0.74,0.732,0.828,0.669,"RS"
"764 º","Alegrete",0.74,0.72,0.849,0.664,"RS"
"764 º","Turvo",0.74,0.742,0.867,0.631,"SC"
"764 º","São João Batista",0.74,0.739,0.865,0.634,"SC"
"764 º","Estrela do Norte",0.74,0.693,0.818,0.714,"SP"
"795 º","São Gonçalo",0.739,0.711,0.833,0.681,"RJ"
"795 º","São Pedro da Serra",0.739,0.748,0.851,0.634,"RS"
"795 º","Catuípe",0.739,0.763,0.842,0.627,"RS"
"795 º","São Sebastião do Caí",0.739,0.734,0.852,0.646,"RS"
"795 º","Carlos Gomes",0.739,0.732,0.886,0.622,"RS"
"795 º","Taquaruçu do Sul",0.739,0.768,0.83,0.633,"RS"
"795 º","Santo Augusto",0.739,0.753,0.84,0.637,"RS"
"795 º","Ubiratã",0.739,0.706,0.854,0.669,"PR"
"795 º","Biguaçu",0.739,0.733,0.836,0.659,"SC"
"795 º","Guaiçara",0.739,0.697,0.853,0.679,"SP"
"795 º","Edéia",0.739,0.755,0.826,0.648,"GO"
"795 º","Serra",0.739,0.72,0.844,0.664,"ES"
"795 º","São José da Barra",0.739,0.722,0.876,0.637,"MG"
"795 º","Bom Retiro do Sul",0.739,0.725,0.857,0.649,"RS"
"795 º","Santa Mercedes",0.739,0.683,0.847,0.699,"SP"
"795 º","Pelotas",0.739,0.758,0.844,0.632,"RS"
"795 º","Viradouro",0.739,0.717,0.823,0.683,"SP"
"795 º","Pederneiras",0.739,0.738,0.812,0.673,"SP"
"795 º","Itanhandu",0.739,0.72,0.871,0.643,"MG"
"795 º","Ituiutaba",0.739,0.745,0.84,0.644,"MG"
"795 º","Manduri",0.739,0.73,0.818,0.675,"SP"
"795 º","Piracaia",0.739,0.758,0.851,0.625,"SP"
"795 º","Ibiaçá",0.739,0.766,0.888,0.593,"RS"
"795 º","Rolândia",0.739,0.744,0.821,0.661,"PR"
"795 º","Santo Inácio",0.739,0.746,0.843,0.641,"PR"
"795 º","Vista Alegre",0.739,0.76,0.842,0.631,"RS"
"795 º","São Leopoldo",0.739,0.766,0.861,0.612,"RS"
"795 º","Nova Granada",0.739,0.727,0.818,0.68,"SP"
"823 º","Santa Ernestina",0.738,0.716,0.802,0.699,"SP"
"823 º","Lagoa Vermelha",0.738,0.734,0.885,0.62,"RS"
"823 º","Morro da Fumaça",0.738,0.732,0.825,0.665,"SC"
"823 º","Santo Cristo",0.738,0.746,0.82,0.656,"RS"
"823 º","Dourado",0.738,0.718,0.811,0.689,"SP"
"823 º","Rio Negrinho",0.738,0.71,0.848,0.668,"SC"
"823 º","Meleiro",0.738,0.734,0.808,0.679,"SC"
"823 º","Santa Isabel",0.738,0.7,0.834,0.689,"SP"
"823 º","São João do Itaperiú",0.738,0.714,0.873,0.645,"SC"
"823 º","Cabreúva",0.738,0.717,0.828,0.678,"SP"
"823 º","Valença",0.738,0.713,0.848,0.666,"RJ"
"823 º","Ipumirim",0.738,0.747,0.853,0.631,"SC"
"823 º","Ferraz de Vasconcelos",0.738,0.691,0.828,0.703,"SP"
"823 º","Ilhota",0.738,0.75,0.883,0.607,"SC"
